price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built,yr_renovated,zipcode,basement,Renovated,age_when_sold,distance_from_seattle_km,distance_from_nearest_hotspot
920000.0,5,2.25,2730,6000,1.5,0,3,8,2130,1927,0,98105,1,0,88,6.835566784303376,2.8900034005511412
885000.0,4,2.5,2830,5000,2.0,0,3,9,2830,1995,0,98105,0,0,19,6.735717804731313,3.623391104139446
292500.0,4,2.5,2250,4495,2.0,0,3,7,2250,2008,0,98042,0,0,6,31.31749637866296,21.65318778815893
301000.0,3,2.5,2420,4750,2.0,0,3,8,2420,2003,0,98042,0,0,12,31.006960785528705,21.074189465675307
951000.0,5,3.25,3250,14342,2.0,4,4,8,3250,1968,0,98008,0,0,46,16.3348686356126,1.6029853221266435
430000.0,4,3.0,1850,9976,2.0,0,3,8,1850,1991,0,98059,0,0,24,17.702404000431095,10.430591396517746
650000.0,3,2.25,2150,21235,1.0,3,4,8,1590,1959,0,98166,1,0,55,19.20526450045182,4.203067001402888
289000.0,3,1.75,1260,8400,1.0,0,3,7,1260,1954,0,98148,0,0,60,18.865837360625584,4.611978373340139
505000.0,3,1.75,2519,8690,2.0,0,5,8,2519,1973,0,98166,0,0,41,18.196919721715407,4.379505915947375
549000.0,3,1.75,1540,1044,3.0,0,3,8,1540,2014,0,98115,0,0,0,7.871862669524281,6.46659659289385
425000.0,3,2.25,1660,6000,1.0,0,3,7,1110,1979,0,98122,1,0,35,2.6925834115744838,5.606967365527635
317625.0,3,2.75,2770,3809,1.5,0,5,7,1770,1925,0,98144,1,0,89,4.0889693843376484,8.154576117059335
975000.0,4,2.5,2720,11049,2.0,0,3,10,2720,1989,0,98004,0,0,25,10.862276075340722,7.327413060768952
287000.0,4,2.5,2240,4648,2.0,0,3,7,2240,2005,0,98001,0,0,9,30.383362874091564,13.549444697246436
204000.0,3,1.0,1000,12070,1.0,0,4,7,1000,1968,0,98042,0,0,46,31.873279165338612,22.074059656744016
1330000.0,5,2.25,3200,20158,1.0,0,3,8,1600,1965,0,98004,1,0,49,9.179843511151567,2.9651141285932914
325000.0,3,2.0,1260,5612,1.0,0,4,7,1260,1972,0,98034,0,0,43,18.45496342178953,11.027801874689473
571000.0,4,2.0,2750,7807,1.5,0,5,7,2250,1916,0,98125,1,0,98,12.75754101227856,8.312060980195474
360000.0,4,2.5,2380,5000,2.0,0,3,8,2380,2005,0,98038,0,0,9,35.22016593671116,26.159841854220055
349000.0,3,1.75,1790,50529,1.0,0,5,7,1090,1965,0,98042,1,0,50,34.41688508710617,25.099730188739194
832500.0,4,4.0,3430,35102,2.0,0,4,10,2390,1986,0,98075,1,0,28,26.02350722501907,8.234831312255736
380000.0,4,1.75,1760,7300,1.0,0,3,7,880,1956,0,98008,1,0,58,15.534718961798932,2.509908020990599
480000.0,3,1.0,1040,5060,1.0,0,3,7,1040,1941,0,98116,0,0,74,6.634685532571792,5.13379145242301
410000.0,3,1.0,1410,5060,1.0,0,4,7,910,1956,0,98133,1,0,58,11.260901515868992,9.726634889213061
720000.0,4,2.5,3450,39683,2.0,0,3,10,3450,2002,0,98010,0,0,13,37.37207605826426,28.365679557812843
390000.0,3,2.5,2350,5100,2.0,0,3,8,2350,2003,0,98038,0,0,11,37.391496441405906,27.63785067989147
360000.0,4,2.5,1900,5889,2.0,0,3,7,1900,1992,0,98038,0,0,22,36.48042872285559,27.51786281331133
355000.0,2,1.0,2020,6720,1.0,0,3,7,1010,1948,0,98118,1,0,66,7.230946267895643,10.689508597936829
356000.0,3,1.5,1680,8712,1.0,0,3,8,1680,1964,0,98059,0,0,51,19.560759454760312,13.021391841510841
315000.0,3,1.0,960,6634,1.0,0,3,6,960,1952,0,98125,0,0,62,13.471925294136287,10.021926717488013
940000.0,3,1.5,2140,3600,2.0,0,3,9,1900,1925,0,98119,1,0,89,3.929466522048231,3.7302456802070534
305000.0,5,2.25,2660,8400,1.5,0,5,7,2660,1961,0,98092,0,0,53,36.685402259467295,20.855994864958532
461000.0,3,3.25,2770,6278,2.0,0,3,9,1980,2006,0,98056,1,0,8,13.63256843093692,10.964927177595557
215000.0,2,2.25,1610,2040,2.0,0,4,7,1610,1979,0,98056,0,0,35,14.271851549832565,11.095877937333722
335000.0,2,1.75,1030,1066,2.0,0,3,7,765,2006,0,98136,1,0,8,8.49586651899251,7.865369671442954
243500.0,4,2.5,1980,7403,2.0,0,3,7,1980,1988,0,98023,0,0,26,35.33194441192957,14.484093646023453
1100000.0,5,2.75,3520,6353,2.0,0,4,10,3520,2001,0,98199,0,0,14,6.624519047901894,4.605760939529542
153000.0,3,1.0,1200,10500,1.0,0,3,7,1200,1962,0,98023,0,0,53,31.64345072082322,11.22826290485002
430000.0,3,1.5,1580,5000,1.0,0,3,8,1290,1939,0,98117,1,0,75,9.853254219682766,8.669295568356146
700000.0,3,1.5,1580,5000,1.0,0,3,8,1290,1939,0,98117,1,0,75,9.853254219682766,8.669295568356146
905000.0,4,2.5,3300,10250,1.0,0,3,7,2390,1946,1991,98040,1,1,68,6.578065043249499,6.713530072609379
247500.0,3,1.75,1960,15681,1.0,0,3,7,1960,1967,0,98032,0,0,48,27.960226092603104,10.973175490636496
199000.0,4,1.5,1160,6400,1.0,0,4,7,1160,1975,0,98023,0,0,39,33.83471785134144,12.904815471868792
314000.0,3,1.75,1810,41800,1.0,0,5,7,1210,1980,0,98038,1,0,34,35.523529128374356,22.695333781260803
850830.0,3,2.5,2070,13241,1.5,0,5,9,1270,1910,0,98102,1,0,104,4.130391964498198,5.281971840912465
555000.0,3,2.0,1980,3478,1.5,0,4,7,1440,1929,0,98117,1,0,85,8.475678692535233,7.830606399057841
699950.0,3,2.25,2190,107593,2.0,0,4,8,2190,1983,0,98077,0,0,31,26.47494961382409,18.64277136775462
1090000.0,3,2.5,2920,8113,2.0,0,3,8,2920,1950,2010,98004,0,1,64,10.575164477191441,7.625249486189557
290000.0,3,1.0,1210,33919,1.0,0,3,7,1210,1954,0,98058,0,0,60,21.814182799580344,15.684986887928764
375000.0,3,2.5,2340,10005,1.0,0,4,8,1460,1978,0,98058,1,0,37,23.51070808178908,16.852308406976473
460000.0,3,1.0,1670,4005,1.5,0,4,7,1170,1939,0,98117,1,0,75,9.76032487457881,8.821294399327254
188500.0,2,1.75,1240,2493,1.0,0,4,8,1240,1985,0,98198,0,0,29,25.027103121006355,6.679676214368783
680000.0,4,2.5,3140,28037,2.0,0,4,10,3140,1991,0,98077,0,0,24,23.276496736514098,15.295618400386683
470000.0,5,1.75,2030,12342,2.0,0,4,7,2030,1942,0,98052,0,0,72,17.185193342582053,5.562622091259659
597750.0,4,2.5,2310,9624,2.0,0,3,8,2310,1984,0,98027,0,0,30,22.253052086759794,6.798064747841009
570000.0,3,1.75,1260,3328,1.0,0,5,6,700,1905,0,98103,1,0,110,8.55881040603199,8.687547706166722
272500.0,3,1.75,1540,12600,1.0,0,4,7,1160,1980,0,98038,0,0,34,35.32184468057774,26.052074681349502
329950.0,3,1.75,2080,5969,1.0,2,3,7,1080,1971,0,98108,1,0,43,7.108122453008578,10.462520228165404
480000.0,4,2.5,3230,16171,2.0,0,3,9,2520,2001,0,98001,1,0,13,32.5708294082381,15.291008381820095
740500.0,3,3.5,4380,6350,2.0,0,3,8,2780,1900,0,98117,0,0,114,10.570019643232317,10.124569312085157
518500.0,3,3.5,1590,1102,3.0,0,3,8,1590,2010,0,98103,0,0,4,8.548946779684345,8.55860395963079
205425.0,2,1.0,880,6780,1.0,0,4,6,880,1945,0,98178,0,0,69,13.3056582763248,14.055038868694055
171800.0,4,2.0,1570,9600,1.0,0,3,6,1570,1950,0,98168,0,0,65,12.395933043958488,10.827607223068508
535000.0,4,1.0,1610,2982,1.5,0,4,7,1610,1925,0,98144,0,0,90,3.5675990028257734,7.673153356792617
660000.0,3,2.5,2400,6474,1.0,2,3,8,1560,1964,0,98177,1,0,51,18.965253636402334,17.468308081787058
391500.0,3,2.0,1450,9132,1.0,0,3,7,1450,1987,0,98034,0,0,27,15.783671729417776,9.144387069752408
395000.0,2,1.0,770,6000,1.0,0,3,6,770,1953,0,98117,0,0,62,10.692792922495377,10.392183394746931
445000.0,4,1.75,2100,4400,1.5,0,5,7,1720,1924,0,98118,1,0,90,9.830303407480653,13.185303544673202
770000.0,3,2.25,2910,10204,2.0,0,3,9,2910,1990,0,98052,0,0,24,19.848989251436144,10.812913766028394
1450000.0,4,2.75,2750,17789,1.5,0,3,8,1980,1914,1992,98004,1,1,101,9.048823022385125,4.476663616526552
445000.0,3,2.25,2100,8201,1.0,2,3,8,1620,1967,0,98178,1,0,47,12.664187983020108,14.491572636583312
260000.0,4,2.25,2160,8811,1.0,0,3,8,1360,1978,0,98023,1,0,36,32.913008518711116,11.834971750730492
822500.0,5,3.5,2320,4960,2.0,0,5,7,1720,1926,0,98103,1,0,88,7.938557649672081,8.23206145253164
430000.0,4,2.5,2070,4310,2.0,0,3,7,2070,2004,0,98065,0,0,11,37.11192916519744,19.6346838362231
212000.0,3,1.75,1060,7875,1.0,0,4,7,1060,1986,0,98092,0,0,29,39.13702271726675,24.027433079933676
660500.0,4,2.25,2010,9603,1.0,0,3,8,1440,1986,0,98027,1,0,29,22.34989230387713,7.190465369499548
784000.0,3,3.5,3950,111078,1.5,0,3,9,2460,1989,0,98052,1,0,25,21.950405829345506,11.758421332831738
453246.0,3,2.5,2010,2287,2.0,0,3,8,1390,2014,0,98029,1,0,0,25.79095073525911,8.622540385886909
675000.0,4,3.5,2140,2278,3.0,0,3,9,2140,2005,0,98107,0,0,10,8.292020418577067,7.246889644324987
199000.0,3,1.75,1320,17390,1.0,0,4,7,1320,1956,0,98003,0,0,58,31.317831630634753,12.620579483320906
220000.0,4,1.75,2020,7840,1.0,0,3,7,1010,1968,0,98003,1,0,46,30.722546844096605,12.016335462372108
452000.0,4,2.25,2590,10002,1.0,0,4,8,1340,1968,0,98028,1,0,46,18.76168843473966,13.582560141774627
382500.0,2,1.0,1190,4440,1.0,0,3,6,1190,1981,0,98125,0,0,33,12.403998817741893,7.973401938192554
519950.0,3,2.25,1170,1249,3.0,0,3,8,1170,2014,0,98107,0,0,0,8.205124430556126,7.101148438948664
665000.0,2,1.0,1110,3200,1.0,0,3,7,1110,1925,0,98119,0,0,89,3.6325237983112078,4.119777439068965
527700.0,5,2.5,2820,9375,1.0,0,4,8,1550,1968,0,98006,1,0,46,15.812357434144834,3.428226539999123
205000.0,3,1.0,1610,8579,1.0,0,4,7,1010,1962,0,98058,1,0,53,20.60050186604812,16.170837594672157
420000.0,3,1.0,1060,8097,1.0,0,4,7,940,1923,0,98133,1,0,92,12.1180719931112,10.867354340881372
500000.0,4,2.25,2030,8517,1.0,0,4,8,1380,1961,0,98006,1,0,54,13.43516517756224,7.576462743640458
890000.0,4,1.0,2550,4000,2.0,0,3,8,2370,1905,0,98109,1,0,109,3.6061330411866903,4.521138524219038
430000.0,2,2.5,2420,60984,2.0,0,3,7,2420,2007,0,98027,0,0,7,30.52794466167386,13.629240285958334
258000.0,5,2.0,2260,12500,1.0,0,4,8,1130,1960,0,98032,1,0,54,24.439280588257148,8.585616812598872
511000.0,3,1.0,1430,3455,1.0,0,3,7,980,1947,0,98103,1,0,67,9.02547227344109,8.115485871514005
532170.0,3,2.0,1360,3090,2.0,0,3,8,1360,1990,0,98103,0,0,24,8.772380835971225,8.961597725496073
560000.0,3,1.0,1110,5000,1.5,0,3,7,1110,1947,0,98107,0,0,68,5.790438309137541,5.895933347902997
282950.0,3,1.0,1250,8200,1.0,0,4,7,1250,1954,0,98003,0,0,61,31.293629686470737,12.308871953499429
350000.0,1,1.0,700,5100,1.0,0,3,7,700,1942,0,98115,0,0,72,8.447308971549438,5.395581637747752
215000.0,3,1.0,1180,7669,1.0,0,4,7,1180,1967,0,98058,0,0,47,21.15389308782955,16.46443622920637
650000.0,5,3.5,3960,25245,2.0,0,3,9,2500,1996,0,98056,1,0,18,15.03176077083458,9.443046211352208
320000.0,4,2.75,2640,7500,1.0,0,3,8,1620,1967,0,98023,1,0,47,32.67502077629299,11.881126138799674
320000.0,4,1.75,1760,11180,1.0,0,4,8,1760,1968,0,98059,0,0,46,21.97596348593903,13.562605780169818
255000.0,5,2.25,2060,8632,1.0,0,3,7,1030,1962,0,98146,1,0,52,13.182533395989033,8.685271518175991
438000.0,3,1.75,1780,9660,1.0,0,3,7,1780,1962,0,98034,0,0,53,16.14774184598665,8.659199633949989
900000.0,3,2.5,3400,16603,2.0,0,3,10,3400,2000,0,98075,0,0,15,23.18830112028832,5.538211973494094
441000.0,3,2.75,1910,7280,1.0,0,3,7,1160,1979,0,98034,1,0,35,16.156956447687126,9.508833548039096
420000.0,3,2.0,2020,38332,1.0,0,4,7,1010,1975,0,98027,1,0,39,28.45792982433724,15.904885527014258
370000.0,3,1.75,1580,7000,1.0,0,3,7,1180,1976,0,98034,1,0,38,17.716791584411656,9.990278684112422
269950.0,2,1.75,1340,7250,1.0,0,5,5,700,1949,0,98198,1,0,66,22.049082932262134,4.9566617269638025
807100.0,4,2.5,2680,4499,2.0,0,3,9,2680,1999,0,98006,0,0,16,16.199024540851116,3.7669136741047415
653000.0,3,2.5,2680,9750,1.0,0,4,8,1610,1979,0,98034,1,0,35,13.146448918341505,6.230038271523222
371500.0,3,2.0,1370,8336,1.0,0,5,7,1370,1964,0,98133,0,0,50,15.52790325996599,12.675253368145311
284000.0,3,1.75,1560,21000,1.0,0,3,7,1560,1954,0,98166,0,0,61,14.308887443053559,7.63984131106155
272000.0,3,1.75,2160,7140,1.0,0,4,7,1670,1978,0,98023,1,0,37,33.91609793098079,13.041362717347686
313000.0,3,1.5,1340,7912,1.5,0,3,7,1340,1955,0,98133,0,0,59,17.759798353406065,14.908086501267682
917500.0,4,2.5,3880,35003,2.0,0,3,10,2570,1984,0,98033,1,0,31,12.162116343058017,4.728361347817103
673000.0,4,2.25,2590,8190,2.0,0,4,8,2590,1980,0,98006,0,0,34,16.300365155286688,4.051945121835206
425000.0,3,2.5,1120,1100,2.0,0,3,8,820,2008,0,98122,1,0,7,1.728043290797979,6.372218788459692
399950.0,5,2.75,1970,5400,1.0,0,3,7,1320,1986,0,98144,1,0,28,2.814972319256575,7.323581015619255
385000.0,3,1.0,1220,4800,1.0,0,3,6,1220,1901,0,98122,0,0,113,1.931611134039268,6.23928873133491
330000.0,2,1.0,1350,8220,1.0,0,3,7,1060,1949,0,98177,1,0,66,13.06971662423621,11.861393631013316
260000.0,3,2.5,1670,5797,2.0,0,3,7,1670,1988,0,98030,0,0,26,30.68201624752317,17.68468330769158
470000.0,4,3.0,2380,5125,1.5,0,4,7,1680,1925,0,98126,1,0,90,8.229533300980753,8.11515376519638
589000.0,4,3.0,2440,9600,2.0,0,5,7,2440,1961,0,98034,0,0,53,14.73989385873794,7.164085738579917
163500.0,2,1.5,1050,3419,2.0,0,3,7,1050,1996,0,98038,0,0,18,33.04004378990481,23.492221074921893
835000.0,4,2.75,3130,13412,2.0,0,3,9,2140,1993,0,98052,1,0,21,20.111607486014435,11.888723448285182
1100000.0,5,3.0,4090,12850,1.0,2,4,10,2090,1986,0,98033,1,0,28,12.496032686662959,4.596013607010478
269000.0,4,1.75,1490,10000,1.0,0,4,8,1100,1969,0,98023,1,0,46,33.14560098860315,12.200428131699317
560000.0,3,2.5,1900,8744,2.0,0,3,8,1900,1987,0,98074,0,0,27,21.732068856612305,4.997595713770129
615000.0,4,1.0,1330,2400,1.5,0,4,6,1330,1901,0,98103,0,0,114,4.907727371824243,6.336615391949537
585188.0,3,2.25,2230,10026,1.0,0,3,8,1430,1975,0,98052,1,0,39,14.91777307769116,7.157659418933075
305000.0,3,1.75,1650,9480,1.0,0,3,7,1220,1977,0,98034,1,0,37,17.0081814879398,9.615377900229207
166950.0,3,1.0,1190,8820,1.0,0,3,6,1190,1959,0,98058,0,0,55,19.554695116206112,15.999246327834735
799000.0,3,2.5,2140,9897,1.0,0,4,8,2140,1959,0,98040,0,0,55,10.507209089104842,10.365304573120971
400000.0,3,2.5,2180,7508,1.0,0,4,7,1420,1962,0,98133,1,0,52,17.17636917427541,14.292497215380614
230000.0,3,1.0,1060,10228,1.0,0,3,7,1060,1948,0,98155,0,0,66,15.965545262876933,11.91018816933952
256883.0,3,2.5,1690,5025,2.0,0,3,8,1690,2003,0,98023,0,0,11,36.53395350701193,16.069000588840684
423000.0,4,2.0,1970,6480,1.5,0,5,7,1130,1920,0,98108,1,0,94,6.31160124668122,9.248814424022788
465000.0,3,2.5,2150,4084,2.0,0,3,8,2150,2007,0,98126,0,0,7,7.051693652704774,7.072743900533022
440000.0,3,2.5,1910,66211,2.0,0,3,7,1910,1997,0,98024,0,0,18,32.48504537731408,15.107438222214947
210000.0,3,1.0,860,11725,1.0,0,4,6,860,1943,0,98056,0,0,72,15.483959710920413,11.383551669895215
297000.0,3,2.5,1940,14952,2.0,0,3,8,1940,1994,0,98042,0,0,20,28.349532721955033,17.611872634141385
470000.0,3,1.0,1010,5000,1.0,0,3,7,1010,1952,0,98107,0,0,62,8.948926294997955,7.286526906313506
226500.0,3,1.5,1300,7370,1.0,0,4,7,900,1976,0,98023,1,0,38,33.90055267201673,13.084925794231761
274250.0,3,1.0,910,8450,1.0,0,4,6,910,1962,0,98059,0,0,53,19.287513636589765,13.494861408989742
840000.0,4,1.75,2480,11010,1.0,0,4,9,1630,1966,0,98040,1,0,48,11.3981645834903,11.074940693094486
677900.0,3,2.5,2440,4587,2.0,0,3,8,2440,2010,0,98052,0,0,4,19.835891250964025,11.852996135010347
425000.0,3,1.0,1010,5864,1.0,0,3,7,1010,1915,0,98116,0,0,100,5.1815437188437565,4.271926178850365
180250.0,2,0.75,900,9600,1.0,0,3,6,900,1941,0,98166,0,0,73,16.225585971579438,6.0022605617091225
464000.0,6,3.0,2300,3404,2.0,0,3,7,1600,1920,1994,98133,1,1,94,11.208388252998299,9.8473473335919
320000.0,4,2.25,1550,7579,2.0,0,3,8,1550,1993,0,98038,0,0,22,35.302386005940825,26.77980093782998
625504.0,3,2.25,1270,1566,2.0,0,3,8,1060,2014,0,98105,1,0,0,7.438926861012554,3.4802056660051255
592500.0,4,2.5,2240,12032,1.0,0,3,9,2240,1983,0,98074,0,0,31,23.645824773621513,6.380990513297505
465000.0,3,2.5,2714,17936,2.0,0,3,9,2714,2005,0,98001,0,0,10,32.287614927582894,14.201328087888635
477000.0,4,2.75,1720,6270,2.0,0,3,8,1720,1978,0,98118,0,0,36,8.262574091424124,11.452736161960006
280000.0,2,1.0,850,16400,1.0,0,3,6,850,1923,0,98168,0,0,92,13.281812805585437,10.368190992721912
445838.0,3,2.5,2250,5692,2.0,0,3,8,2250,2000,0,98146,0,0,14,10.916444427457169,10.492552408216133
1070000.0,2,2.25,3900,14864,1.0,3,3,8,1950,1947,0,98144,1,0,67,3.663795723580292,7.429880304990667
467000.0,2,1.5,1320,10800,1.0,0,4,8,1320,1947,0,98177,0,0,67,12.326665063480425,11.777289066956506
686000.0,4,2.5,2760,6440,2.0,0,3,10,2760,1999,0,98075,0,0,15,23.09769994644472,5.321755657025287
279950.0,3,2.0,1750,9750,1.0,0,3,7,1350,1961,0,98198,1,0,53,23.29123442650438,7.298110048233816
527000.0,4,2.25,2330,19436,2.0,0,3,8,2330,1987,0,98011,0,0,27,19.84953810039385,13.393824031467416
325000.0,3,2.25,2220,16020,1.0,0,4,8,1780,1966,0,98030,1,0,48,27.048040031080525,13.94461093118335
328000.0,3,2.25,2020,8379,2.0,0,3,7,2020,1994,0,98038,0,0,20,34.01601059833374,23.9564210272405
390000.0,3,2.25,1250,7500,1.0,0,5,7,1250,1942,0,98146,0,0,72,10.886323282251992,10.42964527974744
479950.0,2,2.0,1510,6516,1.0,0,3,8,1510,2005,0,98053,0,0,10,26.434168382970768,14.223407807326138
264950.0,4,2.25,1720,9753,1.0,0,4,7,1120,1978,0,98023,1,0,36,35.048517144391305,14.215031731271795
235000.0,3,1.0,1430,15246,1.0,0,4,7,980,1961,0,98031,1,0,54,23.816173943791018,13.364749368308637
516500.0,3,2.5,1480,4729,2.0,0,3,7,1480,2004,0,98053,0,0,11,23.777415305783894,10.715169172034521
500000.0,4,2.75,2280,15347,1.0,0,5,7,2280,1960,0,98059,0,0,54,15.726066228990723,9.387569098554078
315000.0,6,2.75,2940,7350,1.0,0,3,8,1780,1978,0,98023,1,0,36,32.9169980925109,12.73435811385426
213000.0,2,1.0,1000,10200,1.0,0,3,6,1000,1961,0,98024,0,0,53,32.75798975890103,14.99401000148485
475000.0,3,1.5,2480,5280,1.5,0,5,7,1620,1947,0,98108,1,0,67,5.840347719702664,9.279518163128285
1030000.0,5,4.0,3760,28040,2.0,0,3,10,3760,1983,0,98033,0,0,31,12.144253789280215,4.655606701743259
416000.0,3,2.0,2220,94300,1.0,0,5,7,1640,1976,0,98010,1,0,39,40.78572892060838,29.536078514424386
410000.0,4,1.0,1970,4740,1.5,0,3,7,1670,1904,2005,98122,1,1,111,2.3322352286157795,5.756617217432439
472000.0,6,2.5,4410,14034,1.0,2,4,9,2350,1965,0,98003,1,0,49,29.88253957927647,10.38368713287049
225000.0,3,1.75,1430,8505,1.0,0,4,7,1430,1968,0,98003,0,0,46,32.149395422219236,12.56561765205663
210000.0,2,1.0,830,6000,1.0,0,3,6,830,1940,0,98126,0,0,74,9.010636465670979,8.942054674386434
455000.0,2,1.0,1430,5000,1.5,0,2,7,1430,1925,0,98115,0,0,90,7.801688209870553,4.909161698828377
225000.0,3,1.0,1300,8316,1.0,0,4,6,1300,1954,0,98002,0,0,61,32.784201005155445,17.03178634681789
